,delta_mean
572,0.0
573,1.0
574,0.0
575,0.0
576,1.0
577,1.0
578,1.0
579,0.0
580,1.0
581,0.0
582,1.0
583,0.0
584,0.0
585,0.0
586,1.0
587,0.0
588,1.0
589,1.0
590,1.0
591,0.0
592,0.0
593,0.0
594,1.0
595,0.0
596,0.0
597,0.0
598,0.0
599,0.0
600,0.0
601,1.0
602,1.0
603,0.0
604,1.0
605,0.0
606,1.0
607,1.0
608,0.0
609,0.0
610,1.0
611,1.0
612,1.0
613,0.0
614,0.0
615,1.0
616,1.0
617,1.0
618,1.0
619,1.0
620,0.0
621,1.0
622,0.0
623,0.0
624,1.0
625,1.0
626,1.0
627,0.0
628,0.0
629,0.0
630,1.0
631,1.0
632,1.0
633,1.0
634,1.0
635,0.0
636,0.0
637,0.0
638,1.0
639,1.0
640,1.0
641,1.0
642,1.0
643,0.0
644,1.0
645,0.0
646,1.0
647,0.0
648,1.0
649,0.0
650,0.0
651,1.0
652,1.0
653,1.0
654,1.0
655,1.0
656,0.0
657,1.0
658,0.0
659,1.0
660,1.0
661,0.0
662,0.0
663,1.0
664,1.0
665,0.0
666,0.0
667,0.0
668,1.0
669,0.0
670,1.0
671,0.0
672,0.0
673,0.0
674,0.0
675,1.0
676,1.0
677,1.0
678,1.0
679,1.0
680,0.0
681,0.0
682,0.0
683,0.0
684,1.0
685,0.0
686,0.0
687,0.0
688,0.0
689,1.0
690,1.0
691,0.0
692,1.0
693,0.0
694,1.0
695,0.0
696,0.0
697,1.0
698,1.0
699,0.0
700,0.0
701,0.0
702,0.0
703,1.0
704,0.0
705,0.0
706,1.0
707,1.0
708,0.0
709,1.0
710,0.0
711,0.0
712,1.0
713,0.0
714,1.0
715,0.0
716,1.0
717,1.0
718,1.0
719,0.0
720,0.0
721,1.0
722,1.0
723,1.0
724,1.0
725,1.0
726,0.0
727,1.0
728,1.0
729,0.0
730,1.0
731,0.0
732,1.0
733,0.0
734,0.0
735,0.0
736,1.0
737,0.0
738,0.0
739,0.0
740,0.0
741,1.0
742,1.0
743,1.0
744,1.0
745,0.0
746,1.0
747,1.0
748,1.0
749,0.0
750,1.0
751,1.0
752,0.0
753,1.0
754,0.0
755,1.0
756,0.0
757,1.0
758,0.0
759,0.0
760,1.0
761,1.0
762,0.0
763,0.0
764,0.0
765,0.0
766,1.0
767,0.0
768,0.0
769,1.0
770,0.0
771,0.0
772,1.0
773,1.0
774,1.0
775,0.0
776,0.0
777,0.0
778,1.0
779,0.0
780,1.0
781,1.0
782,0.0
783,0.0
784,0.0
785,1.0
786,0.0
787,1.0
788,1.0
789,0.0
790,1.0
791,1.0
792,0.0
793,1.0
794,0.0
795,0.0
796,0.0
797,1.0
798,0.0
799,1.0
800,1.0
801,0.0
802,1.0
803,1.0
804,0.0
805,1.0
806,1.0
807,0.0
808,1.0
809,0.0
810,0.0
811,0.0
812,1.0
813,0.0
814,0.0
815,1.0
816,1.0
817,1.0
818,0.0
819,0.0
820,0.0
821,1.0
822,1.0
823,1.0
824,1.0
825,1.0
826,0.0
827,0.0
828,1.0
829,0.0
830,1.0
831,1.0
832,0.0
833,0.0
834,1.0
835,0.0
836,1.0
837,0.0
838,1.0
839,0.0
840,0.0
841,1.0
842,1.0
843,0.0
844,1.0
845,0.0
846,0.0
847,0.0
848,1.0
849,1.0
850,1.0
851,0.0
852,1.0
853,1.0
854,1.0
855,0.0
856,1.0
857,0.0
858,1.0
859,0.0
860,0.0
861,0.0
862,1.0
863,0.0
864,0.0
865,1.0
866,0.0
867,1.0
868,0.0
869,0.0
870,0.0
871,0.0
872,0.0
873,0.0
874,1.0
875,0.0
876,1.0
877,0.0
878,0.0
879,0.0
880,1.0
881,1.0
882,0.0
883,0.0
884,0.0
885,1.0
886,1.0
887,0.0
888,0.0
889,0.0
890,0.0
891,1.0
892,1.0
893,0.0
894,0.0
895,1.0
896,1.0
897,1.0
898,1.0
899,1.0
900,0.0
901,0.0
902,0.0
903,1.0
904,0.0
905,0.0
906,0.0
907,0.0
908,0.0
909,0.0
910,1.0
911,1.0
912,0.0
913,1.0
914,1.0
915,0.0
916,1.0
917,1.0
918,0.0
919,1.0
920,1.0
921,0.0
922,0.0
923,0.0
924,0.0
925,0.0
926,1.0
927,0.0
928,0.0
929,1.0
930,0.0
931,0.0
932,0.0
933,1.0
934,0.0
935,0.0
936,0.0
937,0.0
938,0.0
939,1.0
940,1.0
941,0.0
942,0.0
943,0.0
944,1.0
945,1.0
946,1.0
947,0.0
948,1.0
949,1.0
950,1.0
951,0.0
952,0.0
953,1.0
954,1.0
955,1.0
956,0.0
957,0.0
958,0.0
959,1.0
960,0.0
961,1.0
962,1.0
963,0.0
964,0.0
965,0.0
966,1.0
967,1.0
968,1.0
969,0.0
970,1.0
971,0.0
972,0.0
973,0.0
974,0.0
975,1.0
976,1.0
977,1.0
978,0.0
979,1.0
980,1.0
981,0.0
982,1.0
983,1.0
984,0.0
985,1.0
986,0.0
987,0.0
988,0.0
989,0.0
990,1.0
991,0.0
992,0.0
993,1.0
994,1.0
995,0.0
996,1.0
997,1.0
998,1.0
999,1.0
1000,1.0
1001,1.0
1002,0.0
1003,1.0
1004,1.0
1005,0.0
1006,1.0
1007,0.0
1008,1.0
1009,1.0
1010,0.0
1011,1.0
1012,1.0
1013,1.0
1014,0.0
1015,1.0
1016,1.0
1017,0.0
1018,0.0
1019,1.0
1020,1.0
1021,0.0
1022,0.0
1023,0.0
1024,1.0
1025,1.0
1026,1.0
1027,0.0
1028,1.0
1029,0.0
1030,1.0
1031,0.0
1032,1.0
1033,1.0
1034,1.0
1035,1.0
1036,0.0
1037,0.0
1038,0.0
1039,0.0
1040,1.0
1041,0.0
1042,0.0
1043,1.0
1044,1.0
1045,1.0
1046,0.0
1047,1.0
1048,1.0
1049,1.0
1050,0.0
1051,1.0
1052,0.0
1053,1.0
1054,1.0
1055,1.0
1056,0.0
1057,0.0
1058,1.0
1059,1.0
1060,0.0
1061,0.0
1062,0.0
1063,0.0
1064,1.0
1065,1.0
1066,0.0
1067,0.0
1068,1.0
1069,1.0
1070,0.0
1071,0.0
1072,1.0
1073,0.0
1074,0.0
1075,0.0
1076,0.0
1077,1.0
1078,1.0
1079,1.0
1080,0.0
1081,0.0
1082,0.0
1083,1.0
1084,1.0
1085,0.0
1086,1.0
1087,0.0
1088,0.0
1089,1.0
1090,0.0
1091,0.0
1092,1.0
1093,1.0
1094,0.0
1095,0.0
1096,1.0
1097,1.0
1098,1.0
1099,0.0
1100,0.0
1101,0.0
1102,0.0
1103,0.0
1104,1.0
1105,1.0
1106,0.0
1107,1.0
1108,1.0
1109,1.0
1110,0.0
1111,0.0
1112,1.0
1113,1.0
1114,0.0
1115,1.0
1116,0.0
1117,0.0
1118,1.0
1119,0.0
1120,0.0
1121,0.0
1122,0.0
1123,1.0
1124,1.0
1125,1.0
1126,0.0
1127,1.0
1128,1.0
1129,0.0
1130,0.0
1131,1.0
1132,0.0
1133,1.0
1134,0.0
1135,1.0
1136,0.0
1137,0.0
1138,1.0
1139,0.0
1140,1.0
1141,0.0
1142,0.0
1143,1.0
1144,1.0
1145,1.0
1146,0.0
1147,0.0
1148,1.0
1149,0.0
1150,0.0
1151,0.0
1152,0.0
1153,0.0
1154,1.0
1155,0.0
1156,0.0
1157,1.0
1158,0.0
1159,0.0
1160,1.0
1161,1.0
1162,1.0
1163,1.0
1164,0.0
1165,0.0
1166,0.0
1167,1.0
1168,1.0
1169,1.0
1170,1.0
1171,1.0
1172,1.0
1173,0.0
1174,0.0
1175,1.0
1176,0.0
1177,1.0
1178,1.0
1179,0.0
1180,1.0
1181,0.0
1182,0.0
1183,0.0
1184,0.0
1185,0.0
1186,0.0
1187,1.0
1188,1.0
1189,1.0
1190,0.0
1191,1.0
1192,0.0
1193,1.0
1194,1.0
1195,1.0
1196,1.0
1197,1.0
1198,0.0
1199,1.0
1200,1.0
1201,0.0
1202,1.0
1203,0.0
1204,0.0
1205,0.0
1206,0.0
1207,0.0
1208,1.0
1209,0.0
1210,0.0
1211,1.0
1212,0.0
1213,1.0
1214,0.0
1215,1.0
1216,0.0
1217,0.0
1218,0.0
1219,1.0
1220,1.0
1221,1.0
1222,0.0
1223,0.0
1224,0.0
1225,0.0
1226,1.0
1227,0.0
1228,0.0
1229,0.0
1230,0.0
1231,0.0
1232,1.0
1233,1.0
1234,0.0
1235,1.0
1236,0.0
1237,0.0
1238,1.0
1239,0.0
1240,0.0
1241,0.0
1242,0.0
1243,0.0
1244,1.0
1245,0.0
1246,0.0
1247,0.0
1248,1.0
1249,1.0
1250,0.0
1251,1.0
1252,0.0
1253,1.0
1254,0.0
1255,0.0
1256,0.0
1257,0.0
1258,0.0
1259,1.0
1260,0.0
1261,1.0
1262,1.0
1263,1.0
1264,0.0
1265,0.0
1266,1.0
1267,0.0
1268,0.0
1269,0.0
1270,0.0
1271,1.0
1272,1.0
1273,0.0
1274,1.0
1275,0.0
1276,1.0
1277,0.0
1278,0.0
1279,1.0
1280,1.0
1281,0.0
1282,1.0
1283,0.0
1284,1.0
1285,1.0
1286,0.0
1287,0.0
1288,0.0
1289,1.0
1290,1.0
1291,1.0
1292,0.0
1293,0.0
1294,0.0
1295,1.0
1296,0.0
1297,1.0
1298,0.0
1299,1.0
1300,0.0
1301,0.0
1302,1.0
1303,1.0
1304,0.0
1305,1.0
1306,0.0
1307,0.0
1308,1.0
1309,1.0
1310,1.0
1311,1.0
1312,0.0
1313,0.0
1314,1.0
1315,1.0
1316,0.0
1317,0.0
1318,1.0
1319,1.0
1320,1.0
1321,0.0
1322,1.0
1323,1.0
1324,1.0
1325,0.0
1326,0.0
1327,1.0
1328,1.0
1329,0.0
1330,1.0
1331,1.0
1332,0.0
1333,1.0
1334,1.0
1335,0.0
1336,0.0
1337,0.0
1338,0.0
1339,0.0
1340,0.0
1341,1.0
1342,1.0
1343,1.0
1344,1.0
1345,0.0
1346,0.0
1347,1.0
1348,0.0
1349,0.0
1350,1.0
1351,0.0
1352,0.0
1353,1.0
1354,0.0
1355,0.0
1356,1.0
1357,1.0
1358,1.0
1359,1.0
1360,1.0
1361,0.0
1362,1.0
1363,0.0
1364,0.0
1365,1.0
1366,0.0
1367,0.0
1368,1.0
1369,0.0
1370,0.0
1371,1.0
1372,1.0
1373,0.0
1374,0.0
1375,1.0
1376,1.0
1377,1.0
1378,1.0
1379,0.0
1380,0.0
1381,1.0
1382,0.0
1383,1.0
1384,1.0
1385,1.0
1386,1.0
1387,1.0
1388,1.0
1389,1.0
1390,0.0
1391,0.0
1392,0.0
1393,0.0
1394,0.0
1395,1.0
1396,1.0
1397,1.0
1398,1.0
1399,0.0
1400,1.0
1401,0.0
1402,1.0
1403,0.0
1404,0.0
1405,0.0
1406,0.0
1407,1.0
1408,1.0
1409,0.0
1410,0.0
1411,1.0
1412,1.0
1413,1.0
1414,0.0
1415,1.0
1416,0.0
1417,0.0
1418,0.0
1419,1.0
1420,0.0
1421,0.0
1422,0.0
1423,1.0
1424,1.0
1425,1.0
1426,0.0
1427,0.0
1428,0.0
1429,0.0
1430,0.0
1431,0.0
1432,0.0
1433,1.0
1434,1.0
1435,0.0
1436,0.0
1437,0.0
1438,0.0
1439,1.0
1440,0.0
1441,1.0
1442,0.0
1443,0.0
1444,0.0
1445,1.0
1446,0.0
1447,1.0
1448,1.0
1449,1.0
1450,1.0
1451,1.0
1452,0.0
1453,0.0
1454,0.0
1455,1.0
1456,0.0
1457,0.0
1458,1.0
1459,1.0
1460,1.0
1461,0.0
1462,0.0
1463,0.0
1464,1.0
1465,0.0
1466,1.0
1467,0.0
1468,1.0
1469,0.0
1470,1.0
1471,1.0
1472,0.0
1473,0.0
1474,1.0
1475,0.0
1476,0.0
1477,0.0
1478,0.0
1479,0.0
1480,1.0
1481,1.0
1482,0.0
1483,0.0
1484,1.0
1485,1.0
1486,1.0
1487,0.0
1488,1.0
1489,0.0
1490,0.0
1491,0.0
1492,0.0
1493,1.0
1494,1.0
1495,0.0
1496,1.0
1497,1.0
1498,0.0
1499,1.0
1500,1.0
1501,1.0
1502,1.0
1503,0.0
1504,1.0
1505,0.0
1506,0.0
1507,0.0
1508,1.0
1509,1.0
1510,1.0
1511,0.0
1512,1.0
1513,1.0
1514,0.0
1515,0.0
1516,1.0
1517,1.0
1518,0.0
1519,1.0
1520,1.0
1521,1.0
1522,0.0
1523,1.0
1524,0.0
1525,0.0
1526,1.0
1527,0.0
1528,0.0
1529,1.0
1530,0.0
1531,1.0
1532,1.0
1533,0.0
1534,1.0
1535,1.0
1536,1.0
1537,0.0
1538,0.0
1539,0.0
1540,1.0
1541,0.0
1542,1.0
1543,1.0
1544,1.0
1545,1.0
1546,1.0
1547,1.0
1548,0.0
1549,0.0
1550,0.0
1551,1.0
1552,0.0
1553,1.0
1554,1.0
1555,0.0
1556,1.0
1557,1.0
1558,0.0
1559,1.0
1560,1.0
1561,1.0
1562,1.0
1563,1.0
1564,0.0
1565,1.0
1566,1.0
1567,1.0
1568,1.0
1569,1.0
1570,0.0
1571,0.0
1572,0.0
1573,1.0
1574,0.0
1575,1.0
1576,0.0
1577,0.0
1578,0.0
1579,0.0
1580,0.0
1581,0.0
1582,0.0
1583,1.0
1584,0.0
1585,0.0
1586,0.0
1587,1.0
1588,1.0
1589,1.0
1590,0.0
1591,1.0
1592,0.0
1593,0.0
1594,1.0
1595,0.0
1596,0.0
1597,1.0
1598,0.0
1599,1.0
1600,1.0
1601,1.0
1602,0.0
1603,0.0
1604,1.0
1605,1.0
1606,0.0
1607,1.0
1608,0.0
1609,1.0
1610,1.0
1611,1.0
1612,1.0
1613,0.0
1614,1.0
1615,0.0
1616,0.0
1617,0.0
1618,1.0
1619,1.0
1620,0.0
1621,1.0
1622,1.0
1623,0.0
1624,0.0
1625,0.0
1626,1.0
1627,0.0
1628,0.0
1629,0.0
1630,1.0
1631,1.0
1632,1.0
1633,0.0
1634,1.0
1635,0.0
1636,0.0
1637,1.0
1638,1.0
1639,0.0
1640,0.0
1641,1.0
1642,0.0
1643,1.0
1644,0.0
1645,1.0
1646,1.0
1647,0.0
1648,1.0
1649,0.0
1650,1.0
1651,0.0
1652,0.0
1653,1.0
1654,1.0
1655,0.0
1656,0.0
1657,1.0
1658,0.0
1659,0.0
1660,0.0
1661,0.0
1662,1.0
1663,1.0
1664,0.0
1665,1.0
1666,0.0
1667,0.0
1668,0.0
1669,1.0
1670,1.0
1671,1.0
1672,1.0
1673,0.0
1674,0.0
1675,1.0
1676,1.0
1677,1.0
1678,0.0
1679,1.0
1680,0.0
1681,0.0
1682,0.0
1683,0.0
1684,1.0
1685,0.0
1686,0.0
1687,0.0
1688,1.0
1689,0.0
1690,0.0
1691,1.0
1692,1.0
1693,0.0
1694,0.0
1695,1.0
1696,0.0
1697,0.0
1698,0.0
1699,0.0
1700,1.0
1701,0.0
1702,0.0
1703,0.0
1704,0.0
1705,1.0
1706,0.0
1707,0.0
1708,1.0
1709,1.0
1710,0.0
1711,0.0
1712,0.0
1713,0.0
1714,0.0
1715,0.0
1716,1.0
1717,1.0
1718,0.0
1719,0.0
1720,1.0
1721,1.0
1722,0.0
1723,1.0
1724,1.0
1725,1.0
1726,1.0
1727,0.0
1728,1.0
1729,0.0
1730,0.0
1731,0.0
1732,1.0
1733,1.0
1734,0.0
1735,1.0
1736,0.0
1737,0.0
1738,0.0
1739,0.0
1740,0.0
1741,1.0
1742,1.0
1743,1.0
1744,0.0
1745,1.0
1746,1.0
1747,1.0
1748,0.0
1749,0.0
1750,1.0
1751,0.0
1752,0.0
1753,1.0
1754,1.0
1755,0.0
1756,1.0
1757,1.0
1758,0.0
1759,1.0
1760,0.0
1761,1.0
1762,1.0
1763,1.0
1764,1.0
1765,0.0
1766,0.0
1767,1.0
1768,1.0
1769,1.0
1770,0.0
1771,0.0
1772,0.0
1773,0.0
1774,1.0
1775,0.0
1776,1.0
1777,0.0
1778,1.0
1779,1.0
1780,0.0
1781,0.0
1782,0.0
1783,0.0
1784,1.0
1785,1.0
1786,1.0
1787,1.0
1788,1.0
1789,1.0
1790,1.0
1791,0.0
1792,0.0
1793,0.0
1794,0.0
1795,0.0
1796,0.0
1797,0.0
1798,0.0
1799,0.0
1800,1.0
1801,1.0
1802,1.0
1803,0.0
1804,1.0
1805,1.0
1806,1.0
1807,0.0
1808,0.0
1809,1.0
1810,0.0
1811,1.0
1812,1.0
1813,0.0
1814,0.0
1815,0.0
1816,1.0
1817,1.0
1818,0.0
1819,1.0
1820,0.0
1821,1.0
1822,1.0
1823,1.0
1824,1.0
1825,1.0
1826,0.0
1827,1.0
1828,1.0
1829,1.0
1830,1.0
1831,1.0
1832,0.0
1833,1.0
1834,0.0
1835,0.0
1836,1.0
1837,0.0
1838,1.0
1839,1.0
1840,0.0
1841,0.0
1842,1.0
1843,1.0
1844,0.0
1845,1.0
1846,1.0
1847,1.0
1848,1.0
1849,0.0
1850,0.0
1851,0.0
1852,0.0
1853,1.0
1854,0.0
1855,1.0
1856,1.0
1857,1.0
1858,0.0
1859,1.0
1860,0.0
1861,1.0
1862,0.0
1863,0.0
1864,0.0
1865,1.0
1866,0.0
1867,1.0
1868,0.0
1869,0.0
1870,1.0
1871,0.0
1872,1.0
1873,0.0
1874,0.0
1875,0.0
1876,1.0
1877,0.0
1878,0.0
1879,1.0
1880,1.0
1881,0.0
1882,1.0
1883,0.0
1884,0.0
1885,0.0
1886,1.0
1887,1.0
1888,1.0
1889,1.0
1890,1.0
1891,0.0
1892,0.0
1893,0.0
1894,1.0
1895,1.0
1896,1.0
1897,0.0
1898,1.0
1899,0.0
1900,0.0
1901,1.0
1902,1.0
1903,1.0
1904,0.0
1905,0.0
1906,1.0
1907,1.0
1908,0.0
1909,1.0
1910,1.0
1911,1.0
1912,1.0
1913,0.0
1914,0.0
1915,1.0
1916,1.0
1917,0.0
1918,1.0
1919,0.0
1920,1.0
1921,1.0
1922,1.0
1923,1.0
1924,1.0
1925,1.0
1926,1.0
1927,0.0
1928,0.0
1929,1.0
1930,0.0
1931,1.0
1932,1.0
1933,1.0
1934,1.0
1935,1.0
1936,1.0
1937,1.0
1938,0.0
1939,1.0
1940,0.0
1941,1.0
1942,1.0
1943,1.0
1944,0.0
1945,1.0
1946,0.0
1947,0.0
1948,0.0
1949,1.0
1950,0.0
1951,0.0
1952,1.0
1953,1.0
1954,1.0
1955,0.0
1956,0.0
1957,1.0
1958,0.0
1959,1.0
1960,1.0
1961,0.0
1962,1.0
1963,1.0
1964,1.0
1965,0.0
1966,1.0
1967,0.0
1968,1.0
1969,1.0
1970,1.0
1971,0.0
1972,1.0
1973,1.0
1974,0.0
1975,0.0
1976,0.0
1977,0.0
1978,0.0
1979,0.0
1980,1.0
1981,0.0
1982,1.0
1983,0.0
1984,1.0
1985,0.0
1986,1.0
1987,1.0
1988,0.0
1989,1.0
1990,0.0
1991,0.0
1992,1.0
1993,1.0
1994,1.0
1995,0.0
1996,0.0
1997,0.0
1998,0.0
1999,0.0
2000,1.0
2001,0.0
2002,1.0
2003,1.0
2004,1.0
2005,1.0
2006,1.0
2007,0.0
2008,0.0
2009,0.0
2010,0.0
2011,1.0
2012,1.0
2013,1.0
2014,0.0
2015,1.0
2016,1.0
2017,0.0
2018,1.0
2019,0.0
2020,1.0
2021,1.0
